title,release_date_clean,critic_score_scaled,audience_score_scaled
Nacho Libre,2006-06-16,4.0,5.5
Click,2006-06-23,3.4,6.6
Waist Deep,2006-06-23,2.8,7.6
Superman Returns,2006-06-28,7.4,6.0
The Devil Wears Prada,2006-06-30,7.5,7.6
Pirates of the Caribbean: Dead Man's Chest,2006-07-07,5.3,7.2
A Scanner Darkly,2006-07-07,6.8,7.4
Little Man,2006-07-14,1.2,5.5
"You, Me and Dupree",2006-07-14,2.0,5.0
Lady in the Water,2006-07-21,2.5,4.9
Monster House,2006-07-21,7.5,6.4
Little Miss Sunshine,2006-01-20,9.1,9.1
The Ant Bully,2006-07-28,6.2,4.2
The Ant Bully,2006-07-28,6.2,4.2
John Tucker Must Die,2006-07-28,2.8,6.9
Miami Vice,2006-07-28,4.7,4.3
Scoop,2006-07-28,4.1,5.5
Barnyard: The Original Party Animals,2006-08-04,2.2,5.2
The Descent,2006-08-04,8.7,7.6
The Descent,2006-08-04,8.7,7.6
The Night Listener,2006-08-04,4.0,3.5
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,7.1,7.3
World Trade Center,2006-08-09,6.6,6.0
Half Nelson,2006-01-23,9.1,8.2
Pulse,2006-08-11,1.1,2.7
Step Up,2006-08-11,2.1,8.3
Zoom,2006-08-11,0.4,3.3
Accepted,2006-08-18,3.8,7.2
The Illusionist,2010-12-25,9.0,7.9
The Illusionist,2006-09-01,7.3,8.3
Material Girls,2006-08-18,0.4,4.4
Snakes on a Plane,2006-08-18,6.9,4.9
Trust the Man,2006-09-01,2.9,3.5
Beerfest,2006-08-25,4.0,7.5
How to Eat Fried Worms,2006-08-25,6.1,4.7
Idlewild,2006-08-25,4.7,6.6
Invincible,2006-08-25,7.2,7.3
Crank,2006-09-01,6.2,7.1
Crossover,2006-09-01,0.2,5.9
Idiocracy,2006-09-01,7.1,6.0
The Wicker Man,2006-09-01,1.5,1.7
The Wicker Man,2006-09-01,1.5,1.7
The Namesake,2007-03-09,8.5,7.9
The Covenant,2006-09-08,0.4,6.2
Hollywoodland,2006-09-08,6.8,4.8
The Black Dahlia,2006-09-15,3.2,2.7
Everyone's Hero,2006-09-15,4.1,4.4
Gridiron Gang,2006-09-15,4.3,8.1
Haven,2006-09-15,1.5,6.0
The Last Kiss,2002-08-16,7.3,7.9
The Last Kiss,2006-09-15,4.6,5.9
All the King's Men,2006-09-22,1.2,4.0
Flyboys,2006-09-22,3.3,6.6
The Science of Sleep,2006-09-22,7.0,8.1
The Science of Sleep,2006-09-22,7.0,8.1
The Last King of Scotland,2007-01-19,8.7,8.9
The Last King of Scotland,2007-01-19,8.7,8.9
Facing the Giants,2006-09-29,1.6,8.5
The Guardian,2006-09-29,3.7,8.0
A Guide to Recognizing Your Saints,2006-09-29,7.6,7.3
Open Season,2006-09-29,4.9,5.7
School for Scoundrels,2006-09-29,2.7,5.2
The Departed,2006-10-06,9.1,9.4
The Departed,2006-10-06,9.1,9.4
Employee of the Month,2006-10-06,2.0,5.3
Little Children,2006-10-06,8.0,8.2
The Queen,2006-09-30,9.7,7.6
The Texas Chainsaw Massacre: The Beginning,2006-10-06,1.5,5.3
The Texas Chainsaw Massacre: The Beginning,2006-10-06,1.5,5.3
The Grudge 2,2006-10-13,1.2,4.0
Infamous,2006-10-13,7.4,6.9
Man of the Year,2006-10-13,2.1,4.5
The Marine,2006-10-13,1.7,6.0
One Night With the King,2006-10-13,2.0,7.8
Flags of Our Fathers,2006-10-20,7.6,6.9
Flicka,2006-10-20,5.4,8.2
The Prestige,2006-10-20,7.7,9.2
Babel,2006-11-10,6.9,7.7
Catch a Fire,2006-10-27,7.5,7.1
Death of a President,2006-10-27,4.0,5.8
Shut Up and Sing,2006-10-27,8.9,8.6
Running With Scissors,2006-10-27,3.2,5.6
Flushed Away,2006-11-03,7.3,6.5
Unknown,2006-11-03,3.8,5.4
Breaking and Entering,2006-12-15,3.4,5.2
Come Early Morning,2006-11-10,8.4,4.9
Harsh Times,2006-11-10,4.8,5.5
The Return,2004-02-06,9.6,9.3
The Return,2006-11-10,1.6,3.2
Stranger Than Fiction,2006-11-10,7.3,8.5
Candy,2006-11-17,4.7,7.7
Casino Royale,2006-11-17,9.4,9.0
For Your Consideration,2006-11-17,5.3,4.3
Happy Feet,2006-11-17,7.6,7.0
Let's Go to Prison,2006-11-17,1.3,4.8
Deck the Halls,2006-11-22,0.6,3.0
The Fountain,2006-11-22,5.3,7.4
Tenacious D in: The Pick of Destiny,2006-11-22,5.2,6.7
10 Items or Less,2006-12-01,6.4,6.5
The Nativity Story,2006-12-01,3.8,7.6
Turistas,2006-12-01,1.9,2.8
Miss Potter,2006-12-29,6.9,6.8
Apocalypto,2006-12-08,6.5,7.9
Blood Diamond,2006-12-08,6.3,9.0
The Holiday,2006-12-08,5.0,8.0
Unaccompanied Minors,2006-12-08,3.0,5.3
Charlotte's Web,2006-12-15,7.9,6.2
Dreamgirls,2007-01-12,7.9,7.1
Eragon,2006-12-15,1.6,4.6
The Good German,2006-12-15,3.4,3.3
The Good German,2006-12-15,3.4,3.3
Home of the Brave,2006-12-15,2.3,4.6
The Pursuit of Happyness,2006-12-15,6.7,8.7
Letters From Iwo Jima,2007-02-09,9.1,8.6
The Painted Veil,2006-12-20,7.4,8.5
The Painted Veil,2006-12-20,7.4,8.5
Rocky Balboa,2006-12-20,7.8,7.6
Venus,2006-12-21,8.8,7.4
The Good Shepherd,2006-12-22,5.6,5.1
Night at the Museum,2006-12-22,4.2,6.7
We Are Marshall,2006-12-22,4.9,7.9
Black Christmas,2006-12-25,1.4,3.8
Children of Men,2006-12-25,9.2,8.5
Notes on a Scandal,2006-12-27,8.8,8.3
Perfume: The Story of a Murderer,2006-12-27,5.9,7.4
The Dead Girl,2007-01-19,7.6,6.5
Pan's Labyrinth,2006-12-29,9.5,9.1
Spider-Man 3,2007-05-04,6.3,5.1
Shrek the Third,2007-05-18,4.2,5.2
Pirates of the Caribbean: At World's End,2007-05-25,4.4,7.2
Harry Potter and the Order of the Phoenix,2007-07-11,7.8,8.1
I Am Legend,2007-12-14,6.8,6.8
The Bourne Ultimatum,2007-08-03,9.2,9.1
National Treasure: Book of Secrets,2007-12-21,3.6,6.7
300,2007-03-09,6.1,8.9
Code Name: The Cleaner,2007-01-05,0.4,3.8
Freedom Writers,2007-01-05,7.0,8.7
Happily N'Ever After,2007-01-05,0.6,3.4
Alpha Dog,2007-01-12,5.5,6.7
Arthur and the Invisibles,2007-01-12,2.2,5.6
Primeval,2007-01-12,2.1,3.2
Stomp the Yard,2007-01-12,2.7,8.1
The Hitcher,2007-01-19,1.9,5.2
Blood and Chocolate,2007-01-26,1.1,5.2
Catch and Release,2007-01-26,2.2,5.5
Epic Movie,2007-01-26,0.2,2.9
Seraphim Falls,2007-01-26,5.7,5.3
Smokin' Aces,2007-01-26,3.1,6.2
Because I Said So,2007-02-02,0.4,6.5
Factory Girl,2006-12-29,2.0,6.0
The Messengers,2007-02-02,1.1,4.4
Hannibal Rising,2007-02-09,1.6,5.5
Norbit,2007-02-09,0.9,5.3
Daddy's Little Girls,2007-02-14,2.6,8.1
Music and Lyrics,2007-02-14,6.3,6.8
Breach,2007-02-16,8.4,6.7
Bridge to Terabithia,2007-02-16,8.5,7.0
Ghost Rider,2007-02-16,2.7,4.8
The Astronaut farmer,2007-02-23,5.8,4.9
The Astronaut farmer,2007-02-23,5.8,4.9
The Number 23,2007-02-23,0.7,5.6
RENO 911!: Miami,2007-02-23,3.5,5.1
Black Snake Moan,2007-03-02,6.6,6.9
Wild Hogs,2007-03-02,1.4,6.1
Zodiac,2007-03-02,9.0,7.7
300,2007-03-09,6.1,8.9
The Ultimate Gift,2007-03-09,3.3,8.4
The Namesake,2007-03-09,8.5,7.9
Dead Silence,2007-03-16,2.1,5.1
I Think I Love My Wife,2007-03-16,1.9,4.1
Premonition,2007-03-16,0.8,5.0
The Hills Have Eyes 2,2007-03-23,1.2,4.0
Pride,2007-03-23,4.7,7.2
Reign Over Me,2007-03-23,6.4,8.1
Shooter,2007-03-23,4.8,8.0
TMNT,2007-03-23,3.6,6.0
Blades of Glory,2007-03-30,7.0,6.8
The Lookout,2007-03-30,8.7,7.4
Meet the Robinsons,2007-03-30,6.7,7.4
Are We Done Yet?,2007-04-04,0.7,3.0
Firehouse Dog,2007-04-04,3.7,6.2
The Reaping,2007-04-05,0.8,4.9
The Reaping,2007-04-05,0.8,4.9
Grindhouse,2007-04-06,8.4,8.7
The TV Set,2007-04-06,6.4,5.8
Disturbia,2007-04-13,7.0,7.7
Pathfinder,2007-04-13,0.9,3.6
Redline,2007-04-13,0.0,4.7
Slow Burn,2007-04-13,0.9,5.5
Year of the Dog,2007-04-13,7.0,4.3
Fracture,2007-04-20,7.2,7.3
Hot Fuzz,2007-04-20,9.1,8.9
In the Land of Women,2007-04-20,4.4,5.2
The Tripper,2007-04-20,3.8,3.3
The Tripper,2007-04-20,3.8,3.3
Vacancy,2007-04-20,5.5,4.2
The Condemned,2007-04-27,1.6,5.8
Diggers,2007-04-27,6.9,5.7
Jindabyne,2007-04-27,6.5,4.9
Next,2007-04-27,2.8,5.3
Snow Cake,2007-04-27,6.4,8.6
Wind Chill,2007-04-27,4.4,3.1
Waitress,2007-05-02,8.9,7.4
Lucky You,2007-05-04,2.8,2.8
Spider-Man 3,2007-05-04,6.3,5.1
28 Weeks Later,2007-05-11,7.2,6.6
Delta Farce,2007-05-11,0.5,3.8
The Ex,2007-05-11,1.9,3.2
Georgia Rule,2007-05-11,1.9,5.2
Home of the Brave,2006-12-15,2.3,4.6
Once,2007-05-16,9.7,9.1
Black Book,2007-04-04,7.7,8.7
Even Money,2007-05-18,2.4,2.9
Shrek the Third,2007-05-18,4.2,5.2
The Wendell Baker Story,2005-03-11,4.0,4.0
The Wendell Baker Story,2005-03-11,4.0,4.0
Bug,2007-05-25,6.1,3.4
Pirates of the Caribbean: At World's End,2007-05-25,4.4,7.2
Day Watch,2007-06-01,6.3,6.8
Gracie,2007-06-01,6.2,5.8
Knocked Up,2007-06-01,8.9,8.3
Mr. Brooks,2007-06-01,5.5,7.6
La Vie en Rose,2007-06-08,7.4,8.4
Ocean's Thirteen,2007-06-08,7.0,7.5
Surf's Up,2007-06-08,7.9,7.0
D.O.A.: Dead or Alive,2007-06-15,3.3,3.6
Eagle vs. Shark,2007-06-15,5.7,6.7
Fantastic Four: Rise of the Silver Surfer,2007-06-15,3.8,5.1
Nancy Drew,2007-06-15,5.0,5.9
1408,2007-06-22,8.0,6.1
Evan Almighty,2007-06-22,2.4,5.2
Live Free or Die Hard,2007-06-27,8.2,8.6
Evening,2007-06-29,2.7,4.8
Ratatouille,2007-06-29,9.6,8.7
Sicko,2007-06-29,9.1,8.7
License to Wed,2007-07-03,0.7,5.3
Introducing the Dwights,2007-08-03,5.2,5.0
Rescue Dawn,2007-07-27,9.0,7.5
Joshua,2007-07-06,6.2,4.1
Rise: Blood Hunter,2007-06-01,3.3,2.0
Harry Potter and the Order of the Phoenix,2007-07-11,7.8,8.1
Captivity,2007-07-13,0.9,2.3
Talk to Me,2007-07-13,8.3,7.7
Cashback,2007-07-20,4.7,7.7
Hairspray,2007-07-20,9.2,8.4
I Now Pronounce You Chuck and Larry,2007-07-20,1.4,6.9
Sunshine,2007-07-27,7.7,7.3
Arctic Tale,2007-08-17,6.1,6.1
I Know Who Killed Me,2007-07-27,0.9,2.6
No Reservations,2007-07-27,4.2,6.2
The Simpsons Movie,2007-07-27,8.7,7.7
Who's Your Caddy?,2007-07-27,0.6,5.9
Becoming Jane,2007-08-03,5.8,7.4
The Bourne Ultimatum,2007-08-03,9.2,9.1
Bratz,2007-08-03,1.0,4.6
Hot Rod,2007-08-03,3.9,6.4
The Ten,2007-08-03,3.5,4.0
Underdog,2007-08-03,1.4,4.2
Daddy Day Camp,2007-08-08,0.1,3.8
Rocket Science,2007-08-10,8.4,7.2
Rush Hour 3,2007-08-10,1.7,6.3
Skinwalkers,2007-08-10,1.3,2.5
Stardust,2007-08-10,7.7,8.6
Delirious,1991-08-09,2.9,3.9
Death at a Funeral,2007-08-17,6.2,7.9
The 11th Hour,2007-08-17,6.7,6.9
The 11th Hour,2007-08-17,6.7,6.9
The Invasion,2007-08-17,2.0,4.0
The Invasion,2007-08-17,2.0,4.0
The Last Legion,2007-08-17,1.5,3.4
Superbad,2007-08-17,8.8,8.7
The Hottest State,2007-08-24,3.2,5.2
Mr. Bean's Holiday,2007-08-24,5.1,4.9
The Nanny Diaries,2007-08-24,3.4,5.1
Resurrecting the Champ,2007-08-24,6.1,6.0
September Dawn,2007-06-22,1.6,4.9
War,2007-08-24,1.3,5.1
Balls of Fury,2007-08-29,2.1,3.3
Death Sentence,2007-08-31,2.0,6.0
3:10 to Yuma,2007-09-07,8.9,8.6
Shoot 'Em Up,2007-09-07,6.7,6.5
The Brave One,2007-09-14,4.3,6.4
The Brave One,2007-09-14,4.3,6.4
December Boys,2007-09-14,4.1,5.2
Eastern Promises,2007-09-14,8.9,8.3
In the Valley of Elah,2007-09-21,7.4,7.7
Mr. Woodcock,2007-09-14,1.4,3.2
The Assassination of Jesse James by the Coward Robert Ford,2007-09-21,7.7,7.5
Good Luck Chuck,2007-09-21,0.5,5.7
Into the Wild,2007-09-21,8.3,8.9
Resident Evil: Extinction,2007-09-21,2.4,5.8
Sydney White,2007-09-21,3.5,7.0
Feast of Love,2007-09-28,4.0,5.5
The Kingdom,2007-09-28,5.2,7.6
Kingdom,2019-08-16,9.4,9.6
The Darjeeling Limited,2007-09-29,6.9,7.8
Fierce People,2005-04-24,2.4,5.7
Feel the Noise,2007-10-05,1.1,4.2
The Good Night,2007-10-05,3.0,3.3
The Heartbreak Kid,2007-10-05,2.9,3.7
Across the Universe,2007-09-21,5.3,8.2
Michael Clayton,2007-10-12,9.0,6.9
Sleuth,2007-10-12,3.6,5.1
We Own the Night,2007-10-12,5.7,6.1
Why Did I Get Married?,2007-10-12,4.8,7.8
30 Days of Night,2007-10-19,5.1,5.6
The Comebacks,2007-10-19,0.9,3.3
Gone Baby Gone,2007-10-19,9.4,8.6
Rendition,2007-10-19,4.8,6.2
Reservation Road,2007-10-19,3.8,5.2
Sarah Landon and the Paranormal Hour,2007-10-19,0.0,2.6
The Nightmare Before Christmas,1993-10-29,9.5,9.2
Things We Lost in the Fire,2007-10-19,6.5,7.3
Before the Devil Knows You're Dead,2007-10-26,8.9,7.2
Dan in Real Life,2007-10-26,6.5,6.9
American Gangster,2007-11-02,8.1,9.0
Bee Movie,2007-11-02,5.0,5.3
Martian Child,2007-11-02,3.5,7.2
Fred Claus,2007-11-08,2.1,4.5
Lions for Lambs,2007-11-09,2.7,4.7
No Country for Old Men,2007-11-21,9.3,8.6
P2,2007-11-09,3.4,3.6
Southland Tales,2007-11-14,4.1,4.1
Beowulf,2007-11-16,7.1,5.0
Love in the Time of Cholera,2007-11-16,2.7,4.5
Margot at the Wedding,2007-11-16,5.1,4.0
Mr. Magorium's Wonder Emporium,2007-11-16,3.9,5.5
August Rush,2007-11-21,3.7,8.2
Enchanted,2007-11-21,9.3,8.0
Hitman,2007-11-21,1.6,5.7
The Mist,2007-11-21,7.3,6.5
The Mist,2007-11-21,7.3,6.5
This Christmas,2007-11-21,5.5,8.1
The Savages,2007-11-28,9.0,7.5
Awake,2007-11-30,2.3,5.5
The Diving Bell and the Butterfly,2007-12-19,9.4,9.2
Juno,2007-12-25,9.4,8.8
Atonement,2007-12-07,8.3,8.0
The Golden Compass,2007-12-07,4.2,5.1
Grace Is Gone,2007-12-07,6.3,6.0
I Am Legend,2007-12-14,6.8,6.8
Youth Without Youth,2007-12-14,3.3,4.4
Charlie Wilson's War,2007-12-21,8.2,7.3
National Treasure: Book of Secrets,2007-12-21,3.6,6.7
P.S. I Love You,2007-12-21,2.5,8.0
The Bucket List,2008-01-11,4.1,7.7
The Bucket List,2008-01-11,4.1,7.7
The Great Debaters,2007-12-25,8.0,8.6
St. Trinian's,2009-10-09,3.2,5.5
There Will Be Blood,2008-01-25,9.1,8.6
The Orphanage,2008-01-11,8.7,8.6
The Dark Knight,2008-07-18,9.4,9.4
Iron Man,2008-05-02,9.4,9.1
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-22,7.7,5.3
Hancock,2008-07-02,4.2,5.9
Kung Fu Panda,2008-06-06,8.7,8.3
Twilight,2008-11-21,4.9,7.2
Madagascar: Escape 2 Africa,2008-11-07,6.4,6.6
Quantum of Solace,2008-11-14,6.4,5.8
The Killing of John Lennon,2008-01-02,3.9,4.6
The Killing of John Lennon,2008-01-02,3.9,4.6
One Missed Call,2008-01-04,0.0,2.9
The Business of Being Born,2008-01-09,8.1,8.5
First Sunday,2008-01-11,1.2,5.6
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008-01-11,4.3,6.1
27 Dresses,2008-01-18,4.1,5.7
Cassandra's Dream,2008-01-18,4.6,4.9
Cloverfield,2008-01-18,7.8,6.8
Teeth,2008-01-18,8.0,4.5
Meet the Spartans,2008-01-25,0.2,2.5
The Eye,2003-06-06,6.4,7.2
Strange Wilderness,2008-02-01,0.2,3.5
How to Rob a Bank,2008-02-06,2.9,4.2
In Bruges,2008-02-08,8.5,8.7
Welcome Home Roscoe Jenkins,2008-02-08,2.3,6.3
Jumper,2008-02-14,1.5,4.4
The Spiderwick Chronicles,2008-02-14,8.1,6.3
Step Up 2 the Streets,2008-02-14,2.8,7.6
Be Kind Rewind,2008-02-22,6.5,5.6
Charlie Bartlett,2008-02-22,5.8,7.1
Sex and Death 101,2008-04-04,2.5,4.2
U2 3D,2008-02-22,9.2,9.3
Vantage Point,2008-02-22,3.4,5.7
Witless Protection,2008-02-22,0.4,4.6
Bonneville,2008-02-29,4.1,4.3
Chicago 10,2008-02-29,8.0,7.7
City of Men,2008-02-29,7.4,7.8
The Other Boleyn Girl,2008-02-29,4.3,6.2
"10,000 B.C.",2008-03-07,0.9,3.7
College Road Trip,2008-03-07,1.2,5.0
Miss Pettigrew Lives for a Day,2008-03-07,7.8,7.1
Paranoid Park,2008-03-07,7.7,6.5
Snow Angels,2008-03-07,6.7,6.7
Doomsday,2008-03-14,5.0,4.4
Never Back Down,2008-03-14,2.1,3.4
Sleepwalking,2008-03-14,1.7,4.3
Drillbit Taylor,2008-03-21,2.7,4.4
The Grand,2008-03-21,4.0,4.3
Flawless,1999-11-24,4.0,5.4
Leatherheads,2008-04-04,5.2,3.8
My Blueberry Nights,2008-04-04,4.5,6.1
Nim's Island,2008-04-04,5.3,4.6
The Ruins,2008-04-04,5.0,3.0
Shine a Light,2008-04-04,8.6,7.4
Prom Night,2008-04-11,0.9,3.8
Street Kings,2008-04-11,3.8,5.8
88 Minutes,2008-04-18,0.5,4.4
Anamorph,2008-04-16,2.7,2.4
Expelled: No Intelligence Allowed,2008-04-18,1.1,6.8
The Forbidden Kingdom,2008-04-18,6.3,6.0
Forgetting Sarah Marshall,2008-04-18,8.3,7.6
The Life Before Her Eyes,2008-04-18,2.4,5.1
Where in the World Is Osama bin Laden?,2008-04-18,3.8,5.2
Young at Heart,2008-04-09,9.0,9.1
Zombie Strippers,2008-04-18,3.8,3.0
Baby Mama,2008-04-25,6.3,5.5
Rogue,2008-04-25,8.4,5.4
Son of Rambow,2008-05-02,7.4,8.0
Standard Operating Procedure,2008-04-25,7.9,7.9
Iron Man,2008-05-02,9.4,9.1
Made of Honor,2008-05-02,1.6,5.5
Redbelt,2008-05-09,6.8,6.5
Then She Found Me,2008-04-25,5.1,4.3
Fall,2022-08-12,7.9,7.9
Speed Racer,2008-05-09,4.2,6.0
The Tracey Fragments,2008-05-09,4.2,5.4
The Chronicles of Narnia: Prince Caspian,2008-05-16,6.6,7.3
How the Garcia Girls Spent Their Summer,2008-05-16,7.9,4.4
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-22,7.7,5.3
"War, Inc.",2008-05-23,2.9,3.8
Savage Grace,2008-05-30,3.8,3.8
The Foot Fist Way,2008-05-30,5.4,4.6
The Foot Fist Way,2008-05-30,5.4,4.6
Sex and the City,2008-05-30,5.0,7.7
The Strangers,2008-05-30,4.9,4.8
Kung Fu Panda,2008-06-06,8.7,8.3
Mongol,2008-06-06,8.7,7.6
The Promotion,2008-06-06,5.5,2.8
You Don't Mess With the Zohan,2008-06-06,3.7,4.5
The Children of Huang Shi,2008-05-23,3.1,6.6
Happening,2022-05-06,9.9,7.7
The Incredible Hulk,2008-06-13,6.7,6.9
Brick Lane,2008-06-20,6.8,6.0
Get Smart,2008-06-20,5.1,6.7
Kit Kittredge: An American Girl,2008-07-02,8.0,6.9
The Love Guru,2008-06-20,1.3,3.3
Finding Amanda,2008-06-27,4.0,2.8
Hancock,2008-07-02,4.2,5.9
The Wackness,2008-07-03,7.1,7.2
Garden Party,2008-07-11,1.5,2.5
Meet Dave,2008-07-11,2.0,3.5
Roman Polanski: Wanted and Desired,2008-07-11,8.5,7.8
The Dark Knight,2008-07-18,9.4,9.4
Mamma Mia!,2008-07-18,5.5,6.6
Transsiberian,2008-07-18,9.1,6.5
Boy A,2008-07-23,8.8,8.7
Brideshead Revisited,2008-07-25,6.2,5.2
Frozen River,2008-08-01,8.8,7.4
The Midnight Meat Train,2008-08-01,7.1,5.0
The Mummy: Tomb of the Dragon Emperor,2008-08-01,1.3,3.0
Swing Vote,2008-08-01,3.8,4.1
Pineapple Express,2008-08-06,6.8,7.3
The Sisterhood of the Traveling Pants 2,2008-08-06,6.6,6.6
Beer for My Horses,2008-08-08,0.0,6.2
Tropic Thunder,2008-08-13,8.2,7.1
Fly Me to the Moon,2008-08-15,2.0,2.5
Henry Poole Is Here,2008-08-15,4.0,5.2
Star Wars: The Clone Wars,2008-08-15,1.9,4.0
Vicky Cristina Barcelona,2008-08-15,8.0,7.4
Death Race,2008-08-22,4.1,6.0
Hamlet 2,2008-08-27,6.2,5.6
The House Bunny,2008-08-22,4.3,5.0
The Longshots,2008-08-22,4.1,6.1
Trouble the Water,2008-08-22,9.6,8.7
Traitor,2008-08-27,6.5,6.4
Babylon A.D.,2008-08-29,0.7,2.6
Disaster Movie,2008-08-29,0.1,2.1
I Served the King of England,2008-08-29,8.0,8.1
Bangkok Dangerous,2008-09-05,0.9,2.6
"Surfer, Dude",2008-09-12,0.0,2.6
Burn After Reading,2008-09-12,7.8,6.5
Tyler Perry's the Family That Preys,2008-09-12,5.3,6.1
Towelhead,2008-09-12,4.9,5.8
Battle in Seattle,2007-09-09,5.6,6.4
Local Color,2009-07-03,3.9,5.9
Choke,2008-09-26,5.6,5.2
Eagle Eye,2008-09-26,2.6,6.2
Forever Strong,2008-09-26,2.9,7.5
Miracle at St. Anna,2008-09-26,3.3,5.1
Nights in Rodanthe,2008-09-26,3.0,5.2
An American Carol,2008-10-03,1.2,4.8
Flash of Genius,2008-10-03,6.2,5.5
How to Lose Friends & Alienate People,2008-10-03,3.7,4.2
Rachel Getting Married,2008-10-03,8.4,6.2
Body of Lies,2008-10-10,5.6,6.2
City of Ember,2008-10-10,5.3,4.6
The Elephant King,2008-10-17,1.8,6.4
The Elephant King,2008-10-17,1.8,6.4
Filth and Wisdom,2008-10-17,2.4,4.2
Max Payne,2008-10-17,1.6,2.9
Morning Light,2008-10-17,3.3,4.9
The Secret Life of Bees,2008-10-17,6.0,7.8
Sex Drive,2008-10-17,4.5,5.8
What Just Happened?,2008-10-17,5.0,2.2
The Changeling,1980-03-28,8.5,7.9
Pride and Glory,2008-10-24,3.5,4.9
Saw V,2008-10-24,1.3,5.2
"Synecdoche, New York",2008-10-24,6.9,7.1
The Haunting of Molly Hartley,2008-10-31,0.2,1.8
The Other End of the Line,2008-10-31,3.5,5.0
RocknRolla,2008-10-31,6.0,7.1
The Boy in the Striped Pajamas,2008-11-07,6.5,8.5
Madagascar: Escape 2 Africa,2008-11-07,6.4,6.6
Repo! The Genetic Opera,2008-11-07,3.7,7.3
Role Models,2008-11-07,7.7,7.4
Slumdog Millionaire,2009-01-23,9.1,9.0
Quantum of Solace,2008-11-14,6.4,5.8
Bolt,2008-11-21,9.0,7.4
Special,2008-11-21,5.9,6.3
Twilight,2008-11-21,4.9,7.2
Australia,2008-11-26,5.4,6.5
Four Christmases,2008-11-26,2.5,4.7
Milk,2008-11-26,9.3,8.9
Cadillac Records,2008-12-05,6.6,6.5
Frost/Nixon,2008-12-25,9.3,8.8
Punisher: War Zone,2008-12-05,2.9,4.2
The Reader,2009-01-09,6.3,7.9
Wendy and Lucy,2008-12-10,8.6,6.7
The Day the Earth Stood Still,2008-12-12,2.1,2.7
Delgo,2008-12-12,1.2,2.6
Doubt,2008-12-25,7.9,7.8
Gran Torino,2009-01-09,8.1,9.0
Nothing Like the Holidays,2008-12-12,5.3,4.2
Where God Left His Shoes,2008-12-12,6.7,7.0
While She Was Out,2008-12-12,3.8,1.7
The Wrestler,2008-12-17,9.8,8.8
Seven Pounds,2008-12-19,2.7,7.5
The Tale of Despereaux,2008-12-19,5.6,4.4
Yes Man,2008-12-19,4.6,6.6
Bedtime Stories,2008-12-25,2.7,5.5
The Curious Case of Benjamin Button,2008-12-25,7.2,8.0
Last Chance Harvey,2009-01-16,7.1,5.3
Marley & Me,2008-12-25,6.3,7.5
The Spirit,2008-12-25,1.4,2.5
Valkyrie,2008-12-25,6.2,6.5
Waltz With Bashir,2008-12-25,9.7,9.1
Revolutionary Road,2008-12-26,6.7,7.1
Avatar,2009-12-18,8.1,8.2
Transformers: Revenge of the Fallen,2009-06-24,2.0,5.7
The Twilight Saga: New Moon,2009-11-20,2.8,6.1
The Twilight Saga: New Moon,2009-11-20,2.8,6.1
Up,2009-05-29,9.8,9.0
The Hangover,2009-06-05,7.9,8.4
The Hangover,2009-06-05,7.9,8.4
Star Trek,2009-05-07,9.4,9.1
The Blind Side,2009-11-20,6.6,8.5
Bride Wars,2009-01-09,1.0,5.1
Hotel for Dogs,2009-01-16,4.6,5.5
Paul Blart: Mall Cop,2009-01-16,3.4,4.3
Donkey Punch,2009-01-23,5.4,2.4
Inkheart,2009-01-23,3.8,4.5
Killshot,2009-01-23,3.8,2.8
Possession,2002-08-16,6.3,5.8
Outlander,2009-01-23,3.7,4.5
Underworld: Rise of the Lycans,2009-01-23,2.9,6.3
The Class,2008-12-19,9.5,8.2
Class,1983-07-22,2.9,4.9
Luck by Chance,2009-01-30,8.3,6.7
New in Town,2009-01-30,2.8,3.7
Taken,2009-01-30,6.0,8.5
Our City Dreams,2009-02-04,7.5,5.9
Fanboys,2009-02-06,3.2,5.7
He's Just Not That Into You,2009-02-06,4.1,5.9
The Pink Panther 2,2009-02-06,1.2,4.2
Confessions of a Shopaholic,2009-02-13,2.7,4.9
Gomorra,2008-12-19,9.1,7.0
The International,2009-02-13,5.8,3.7
Two Lovers,2009-02-13,8.2,5.9
Anvil! The Story of Anvil,2009-04-10,9.8,9.0
Fired Up,2009-02-20,2.5,5.2
Tyler Perry's Madea Goes to Jail,2009-02-20,2.9,9.5
Examined Life,2009-02-25,7.7,7.4
Crossing Over,2009-02-27,1.5,4.9
Echelon Conspiracy,2009-02-20,0.8,3.1
The Girl With the Dragon Tattoo,2011-12-20,8.6,8.6
Play the Game,2009-08-28,2.8,6.1
Sherman's Way,2009-03-06,3.3,2.2
Watchmen,2009-03-06,6.5,7.1
Brothers at War,2009-03-13,7.0,6.8
The Cake Eaters,2009-03-13,6.4,4.8
The Cake Eaters,2009-03-13,6.4,4.8
The Last House on the Left,2009-03-13,4.3,5.2
The Perfect Sleep,2009-03-13,3.8,2.5
Race to Witch Mountain,2009-03-13,4.2,4.4
Severed Ways: The Norse Discovery of America,2009-03-13,4.1,3.7
Sunshine Cleaning,2009-03-27,7.4,6.3
Valentino: The Last Emperor,2009-03-18,7.8,7.8
